,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1336,Iron,MI,0.622,0.339,5910,3675,2004,0.62,0.367,6795,4216,2493,46.20974132,-88.53136251,475,26,11291,5576,5715,1.8,95,0.7,1.2,0.5,0,9356,36773,2522,23658,966,14.2,23.7,23.3,23.5,23.5,15.7,14,80.2,11.1,0.3,1.8,0.6,6,21.9,4376,74.1,17.8,7.7,0.4,5.7
2776,Todd,MN,0.71,0.233,11944,8485,2783,0.737,0.248,13238,9755,3286,46.06996226,-94.89785296,975,7,24423,12545,11878,5.5,91.7,0.4,0.3,0.4,0,18064,49213,2088,24988,616,13,19.7,28.3,15.2,18.4,13.6,24.5,77.9,9.4,0.2,3.5,1.5,7.4,24.2,11260,77.9,11.4,9.9,0.8,3.8
441,Champaign,OH,0.7,0.255,17597,12314,4488,0.727,0.255,19369,14086,4946,40.13923427,-83.76875242,475,3,39005,19453,19552,1.5,93.5,1.6,0.1,0.5,0.1,29895,54495,2126,25528,1003,11.1,15.4,24.5,15.8,21,9.7,28.9,85,9.3,0,2.3,0.8,2.6,25.9,18119,82.4,12.1,5.5,0.1,7.3
646,Craig,VA,0.768,0.194,2784,2139,541,0.802,0.186,3163,2536,587,37.48133648,-80.21072274,61,0,5131,2525,2606,0,99.4,0.1,0,0,0,4155,53526,15331,26753,2527,9.3,7.5,25.5,18.8,22.2,11.2,22.3,79.7,14.4,0,0.1,2,3.8,37.6,2219,71.5,26.4,2.2,0,4.1
801,Douglas,IL,0.704,0.241,8089,5695,1946,0.711,0.266,8746,6221,2327,39.76768052,-88.21854195,825,9,19830,9780,10050,7.2,90.5,0.3,0.3,0.7,0.1,14422,52261,2466,26284,1648,12.1,18.8,27.1,15.4,23.8,11.6,22.2,76.8,9.3,0.2,3.5,4.8,5.5,20.8,9138,78.5,13.5,7.7,0.3,5.4
2044,New Madrid,MO,0.717,0.263,7352,5270,1933,0.752,0.241,7248,5447,1748,36.59666326,-89.66070007,827,23,18030,8681,9349,1.8,80,16,0.4,0,0,13698,33846,2434,20261,884,24.1,36.2,24,24.8,18.1,10.4,22.7,80.6,11.7,0.5,3,0.3,3.8,19.1,6939,77.6,16.1,6.3,0,9.4
918,Fillmore,NE,0.729,0.212,2879,2100,610,0.753,0.221,3134,2359,693,40.52458567,-97.59646937,128,2,5603,2800,2803,3.9,94,0.6,0.4,0.2,0,4450,56750,2717,30874,1939,9.9,12,34.2,15.3,20.3,15.4,14.8,81.2,7.2,0.1,5.2,1.6,4.8,16.3,2893,72.5,16.5,10.6,0.4,2.5
3030,Will,IL,0.446,0.502,291010,129726,146230,0.453,0.527,330593,149695,174226,41.44619267,-87.97862712,20657,445,687727,341719,346008,16.8,64.7,11,0.1,5.2,0,472786,80782,1137,33731,389,7.4,10.6,36.6,16,24.9,8.6,14,84.4,5.8,3.8,0.7,1.1,4.2,32.9,342710,85.7,11.2,3,0.1,6
574,Coahoma,MS,0.272,0.716,8912,2426,6378,0.259,0.727,7136,1846,5189,34.22772299,-90.60415045,1286,37,24296,11202,13094,0.1,21.6,77.1,0.1,0.5,0,17491,28728,2702,16699,992,36.2,52.2,29.9,24,21.1,10,14.9,79.6,13.5,0.8,3.1,1.3,1.7,21.8,8402,72.2,21.4,6.2,0.2,19
798,Dougherty,GA,0.301,0.685,33925,10227,23224,0.296,0.696,35308,10449,24579,31.53328528,-84.21722377,3318,191,91522,42377,49145,2.6,26.2,68.4,0.1,0.8,0,67545,34541,1950,20292,692,30.5,45.7,30.3,22.3,22.9,7.9,16.6,77.5,12.7,2.2,2.5,0.8,4.4,18.9,34494,72.3,23.6,4,0.1,15.8
2470,Saline,NE,0.594,0.34,4795,2849,1630,0.629,0.344,5770,3631,1986,40.52418865,-97.14085859,993,2,14325,7320,7005,24.3,70.7,0.7,0.4,2.9,0,9664,50932,3970,22324,1105,11.6,12.9,24.6,17.5,17,12.6,28.4,77.5,13.3,0.1,4.5,0.6,3.9,20,7053,78.4,13.1,8.2,0.4,2.8
605,Columbia,PA,0.641,0.313,27127,17387,8502,0.646,0.337,30569,19752,10289,41.04821986,-76.40565017,1079,43,66615,32085,34530,2.6,93.4,1.8,0.1,1.2,0,54036,48395,1745,24908,857,15.9,18.4,32.2,18,22,8.3,19.5,84.5,7.5,0.3,3.5,0.7,3.4,22.3,30035,81.8,12.7,5.3,0.2,5.1
1860,Mecklenburg,NC,0.334,0.633,461834,154303,292258,0.316,0.667,566192,178921,377501,35.24469268,-80.8317671,34668,393,1034290,497122,537168,12.9,47.9,30.7,0.2,5.5,0,693738,61695,596,35669,371,13.4,18.4,43.4,15.9,24.5,6.7,9.5,77.4,9.6,3.1,1.9,1.3,6.7,25.8,537798,86.6,8.6,4.7,0.1,6.8
2327,Pulaski,KY,0.817,0.15,28034,22900,4208,0.807,0.18,31537,25441,5664,37.10466131,-84.57629079,1023,13,63974,31404,32570,2.4,94.2,0.9,0.2,0.7,0,48953,35022,2420,21036,1108,25.2,31.3,29.3,18.9,23.9,10.2,17.8,85.2,9.8,0.1,1.6,1.6,1.6,21,24928,78.1,14.9,6.7,0.2,8.6
1120,Greer,OK,0.782,0.17,1896,1482,323,0.813,0.166,1973,1605,328,34.93535801,-99.5605612,159,8,6018,3463,2555,11,75.4,8.4,2.6,0,0,4816,35898,1800,20073,2791,19.2,23.7,30.3,22,21.8,14.9,11,84.3,8.3,0,1.8,1,4.6,20.9,2137,62.1,27.9,9.8,0.2,6.6
2779,Tom Green,TX,0.718,0.239,38104,27376,9117,0.716,0.27,44891,32129,12106,31.40464436,-100.462443,5027,82,116906,57848,59058,38.8,54.3,4,0.2,1.1,0,85961,49662,2089,27513,1193,12.9,17.2,32.2,18.3,24.8,13.1,11.6,79.4,10.4,0.2,4.1,2.4,3.6,17.8,53414,77.1,15.9,7,0.1,3.8
2791,Treasure,MT,0.792,0.133,442,350,59,0.811,0.17,460,373,78,46.2097322,-107.2666516,24,1,790,377,413,2.4,94.6,0,0,1.5,0,634,42454,5000,22880,3156,17,25.6,35.6,12.4,22.7,25,4.4,70.2,5,0,10.7,2.6,11.5,17.6,388,66.8,19.1,10.3,3.9,0
2072,Northampton,PA,0.5,0.462,142775,71384,65936,0.489,0.497,169403,82830,84145,40.75182733,-75.30471829,5619,315,300941,147829,153112,12.4,77.9,4.7,0.1,2.8,0,231519,65390,1003,32608,583,9.2,13.6,35.4,17.3,24.8,8.3,14.3,83.1,7.1,1.9,2.5,1.6,3.7,27.6,148278,85.5,9.8,4.6,0.1,5.7
2963,Wayne,IN,0.627,0.325,25575,16028,8322,0.635,0.344,27662,17567,9524,39.8633444,-85.01044989,1727,36,66972,32387,34585,2.8,88.5,5,0.2,1,0,51530,41813,1479,23895,1102,18.2,26.3,30.2,18.9,21.9,7.9,21.1,83.3,7.2,0.4,3,2.4,3.6,19.6,29078,85.1,9.6,5.1,0.2,6.5
874,Erie,PA,0.488,0.468,117240,57168,54820,0.488,0.498,137184,66912,68336,41.99253829,-80.03301954,2261,40,277794,137134,140660,4,84.8,6.8,0.2,1.6,0,211830,48192,1037,26361,443,16.8,25,33.7,20.6,23.2,7.2,15.3,78.8,10.9,1.7,3.9,1,3.6,19.3,126958,84.9,10.3,4.6,0.1,6.5
175,Benson,ND,0.478,0.434,1940,927,842,0.558,0.419,1961,1094,822,48.0683985,-99.35916363,557,10,6875,3520,3355,0.9,41.3,0,55.7,0.1,0,4506,44500,3237,21658,1498,33.3,50.8,36.5,20.1,18.3,13.7,11.3,73.9,9.1,0.6,5.4,1.5,9.5,18,2432,59.1,26.2,14.7,0,6.5
739,DeSoto,FL,0.627,0.35,10761,6744,3761,0.656,0.336,12676,8313,4259,27.18677893,-81.80941373,1685,29,35675,20184,15491,30.5,55.5,12.8,0.2,0.2,0.1,24109,35435,1717,17892,1313,29.9,41,15.2,20.6,19,32.8,12.4,67.2,18.2,6,1.8,1.5,5.3,24.7,12667,78.9,13.2,7.7,0.2,6.1
654,Crawford,IN,0.656,0.288,4591,3013,1323,0.703,0.275,4975,3499,1369,38.28814402,-86.44518825,177,1,10598,5355,5243,1.5,96.4,0.2,0.6,0,0,8247,40067,3534,19424,930,17.8,19.7,21.5,20.7,16.8,11.6,29.4,87.7,7.4,0.3,1,1,2.6,32.7,4241,80.9,13.7,5.4,0,4.3
1206,Harrison,OH,0.722,0.239,6956,5021,1663,0.756,0.232,7500,5668,1742,40.29380509,-81.09068544,93,3,15397,7606,7791,0.9,95.2,2,0.1,0.5,0,12102,46223,2725,22965,1037,15.7,24.1,24.5,17,21.1,16.7,20.7,81.7,10.8,0.1,4,0.8,2.7,28.3,6707,84.7,11.1,3.9,0.3,4.9
1639,Liberty,TX,0.781,0.201,24155,18856,4851,0.794,0.197,29314,23288,5779,30.15152688,-94.81205615,2312,59,79884,39491,40393,21.9,65.8,10,0.3,0.6,0,55185,48344,3470,22153,988,16.2,21.5,24.7,14.9,22,18.1,20.3,88.9,6.5,0.3,1,1.2,2.2,36.9,28685,79.3,13.9,6.5,0.3,7.8
742,Deaf Smith,TX,0.693,0.282,4201,2911,1185,0.715,0.274,4608,3293,1263,34.96522957,-102.6054267,1042,27,18947,9499,9448,71.6,25.9,0.8,0.3,0.5,0.1,10652,51543,3468,21209,1250,18,26.8,27.7,12.8,18.5,15,26,85,11.5,0.5,0.4,0.4,2.2,13.1,8619,80.9,12.9,5.5,0.7,5
1285,Houghton,MI,0.542,0.385,15623,8475,6018,0.56,0.418,18540,10380,7755,46.89988536,-88.68495385,986,9,36333,19713,16620,1.5,92.4,0.7,0.3,2.9,0,27830,41379,1559,21462,765,21.4,16,39.4,22.1,20.5,9.2,8.8,72.7,9.8,0.7,10.2,1.8,4.8,15.7,15228,76.1,18.6,5.1,0.3,6.8
2787,Traill,ND,0.586,0.321,3864,2263,1239,0.61,0.361,4136,2522,1493,47.45367788,-97.16323288,363,5,8050,4091,3959,3.4,92.7,1,1,0.2,0.2,6165,60952,2707,31774,2397,6.9,4.4,35.8,16,17.8,16.8,13.5,77.4,11.5,0.1,4.3,1.3,5.3,21.2,4187,71.7,19.3,8.6,0.3,2.9
1573,Larimer,CO,0.426,0.475,193897,82624,92170,0.408,0.562,223653,91197,125765,40.66671597,-105.4625784,4555,57,330976,164920,166056,11.2,83.2,0.9,0.5,2,0.1,254898,64980,1414,34087,585,12.4,10.9,43.4,17.4,22.5,8.1,8.6,75,8.8,1.3,2.5,4.8,7.5,22.8,172754,77.1,16.4,6.3,0.2,5.3
1107,Greene,MS,0.809,0.18,5325,4309,956,0.825,0.166,5748,4740,952,31.21444233,-88.63922281,488,18,13801,8077,5724,1.1,72.1,25.6,0.2,0,0,10905,48029,7215,18002,2360,15.1,13.2,34.9,10.7,20.7,17.9,15.8,81.8,13.4,0,0.9,2.9,1.1,33.9,3972,68.7,25.1,6.3,0,11.7
1400,Jefferson,MT,0.625,0.301,6559,4099,1975,0.653,0.32,8191,5345,2625,46.14907081,-112.094396,186,0,11625,5955,5670,2.3,93,0.1,1.4,0.2,0,9096,64911,3742,32387,1561,9.9,11.2,43.4,17,18.5,12.9,8.2,75.5,13.6,0.1,3.9,1.4,5.5,20.3,5302,64.6,25.6,9.4,0.4,5.7
2366,Ravalli,MT,0.663,0.279,22122,14673,6166,0.671,0.307,28490,19103,8757,46.08520862,-114.1189164,535,4,41387,20574,20813,3.3,93.2,0.1,0.6,0.6,0,32914,44733,3625,25151,1228,16,23.9,34.9,18.7,21.1,14.8,10.5,70.3,15.5,0.1,3.5,2.4,8.2,22.8,17549,68.9,15.5,14.8,0.8,6.8
1447,Judith Basin,MT,0.727,0.195,1192,867,232,0.774,0.205,1344,1040,275,47.04581276,-110.2660688,16,0,1965,1047,918,2.3,95.6,0,1.4,0,0,1634,43281,9382,28709,2509,13.9,11.3,43.6,14.4,14.8,19.8,7.4,54.2,9.2,0.5,22.8,2.1,11.1,16.4,965,54.6,21.6,20.8,3,2.9
2879,Wagoner,OK,0.735,0.215,31246,22967,6711,0.74,0.24,35338,26165,8464,35.96024096,-95.51911308,1995,31,76830,37961,38869,5.7,72.1,3.4,8.2,1.4,0.1,56249,59210,1428,27337,598,10.7,14.6,32.7,14.6,26.6,11.7,14.3,84.7,9.2,0.1,0.5,1.6,3.9,26.1,35839,81.5,12.8,5.5,0.2,6.4
1070,Grant,AR,0.747,0.204,6908,5160,1407,0.829,0.155,8200,6794,1268,34.29017991,-92.42320562,382,4,18076,8829,9247,2.5,93,2.9,0.2,0,0,13759,49968,3977,25814,2380,14.4,17.9,31.4,15.6,21.5,12.6,19,85.3,9.5,0.1,1.1,0.9,3.1,29.7,7561,80.7,13.9,5.1,0.3,8.7
2149,Ouachita,AR,0.539,0.435,9929,5347,4320,0.584,0.378,8993,5253,3395,33.58839816,-92.87795984,401,9,24378,11547,12831,2.1,55.5,40.7,0.2,0.1,0,18675,32136,3003,19780,1125,26,41,30.5,17,20.1,9.8,22.7,86.3,8.6,0.9,1.8,0.8,1.5,22.2,9290,71.4,23.2,5.5,0,8.3
757,Delaware,PA,0.374,0.594,284832,106559,169169,0.362,0.626,325464,117843,203601,39.91680171,-75.40243663,14001,771,563384,270775,292609,3.6,68,20.7,0.1,5.4,0,415663,69839,1025,36747,519,10.4,14,43,17.5,23.9,6.6,9.1,73.3,6.9,10.5,3.8,1,4.5,29,275010,85.7,9.6,4.6,0.1,6.8
1433,Johnson,NE,0.657,0.273,2051,1348,560,0.681,0.29,2227,1517,646,40.39257596,-96.26522753,116,0,5200,3087,2113,9.9,80.8,6.8,0.7,0.9,0,4090,49564,4629,22398,2930,10.1,10.3,36.1,21.4,17.2,10.3,15.1,76.1,11.5,0.2,4.6,1.6,6,22.1,1998,60.8,25.8,12.9,0.5,2.2
3025,Wilkes,GA,0.575,0.413,4470,2569,1844,0.561,0.429,5029,2823,2159,33.78290391,-82.74286107,317,7,9905,4749,5156,4.6,51.1,42.5,0,0.8,0,7615,34234,3547,21957,3139,26.5,46.5,24.1,23.8,15.3,9.9,26.8,80.6,12.1,0.2,3.5,0.6,3.1,25.2,3866,75.2,19,5.8,0,7.5
542,Clay,MN,0.465,0.446,29108,13549,12974,0.467,0.507,32215,15031,16345,46.89289518,-96.48761922,2690,45,62040,30613,31427,4.3,88.5,2.5,1.3,1.1,0,46089,61409,1749,28122,692,12.5,13.1,36.1,18.2,24.6,9.2,11.8,79.1,8.1,1,4,1.5,6.3,18.9,33502,79.6,14.6,5.5,0.2,2.8
1926,Mobile,AL,0.557,0.419,163387,91087,68429,0.553,0.433,181783,100605,78754,30.78472347,-88.20842409,17298,322,414328,197968,216360,2.8,57.5,35.2,0.6,1.9,0,309967,45802,1034,24347,428,19.3,29.3,32.3,17.7,25.5,9.9,14.7,86.1,7.4,0.5,1.1,0.8,4.1,24.8,173195,82,13.1,4.6,0.2,7.5
337,Caldwell,MO,0.75,0.194,4309,3231,837,0.793,0.191,4696,3725,897,39.65620858,-93.98308093,194,1,9046,4572,4474,2.1,94.8,0.5,0.4,0.4,0,6801,44975,2493,24200,1468,13.3,17.4,28.2,17.6,22.3,16.1,15.8,82.9,9.3,0.1,3.4,0.7,3.7,32.6,3840,72.4,19,8.5,0.1,3.8
220,Boise,ID,0.701,0.204,3812,2673,777,0.722,0.251,4840,3495,1214,43.98829931,-115.7309284,87,2,6968,3678,3290,4.1,91.8,0.2,1,0.7,0,5653,49964,9226,29648,2408,11.3,19.9,40.3,13.9,24.4,10.4,11.1,68.8,12.8,0.4,5.5,2.6,9.9,38.1,2749,65.8,22,11.8,0.3,6
1537,Lafayette,MO,0.694,0.256,15815,10977,4047,0.718,0.262,17083,12262,4470,39.06986886,-93.78076396,912,26,32655,16121,16534,2.7,92.2,2,0.2,0.5,0.1,24800,52557,2378,27260,1342,12.8,20.6,27.4,18.2,22.5,14,18,81.2,10.1,0.3,2.3,1.4,4.7,25.5,15277,78.3,12.4,8.9,0.4,5.5
968,Franklin,WA,0.561,0.381,14693,8242,5594,0.561,0.413,31833,17849,13148,46.53351425,-118.9018212,4948,68,89124,46383,42741,52.5,41.1,2,0.4,2.1,0.1,45396,60275,1817,22125,694,15.9,23.7,25.6,17.6,18,22.1,16.7,81.2,13.3,0.6,0.9,0.7,3.4,21.5,38844,81.5,13.5,4.8,0.1,5.8
2105,Oktibbeha,MS,0.475,0.486,16151,7671,7851,0.455,0.52,19737,8972,10257,33.42491685,-88.87905132,2087,57,49392,24860,24532,1.6,56.9,37.1,0.1,2.9,0,39151,37348,2573,21322,992,29.8,23.7,44.8,19.2,19.6,6.6,9.8,80.2,12.4,0.4,2.4,0.8,3.8,19.9,20717,58.6,37.2,4,0.2,9.5
199,Bienville,LA,0.536,0.447,7005,3756,3129,0.552,0.435,7050,3891,3067,32.34569994,-93.05398492,623,35,13806,6692,7114,1.7,54.3,41.5,0.1,0,0,10703,34077,3437,22701,1887,25.3,36.6,30,15.8,19.1,13.9,21.2,86,8.6,0.2,1.6,0.8,2.8,32.6,5020,68.9,23.4,6.8,0.9,7.4
1808,Martin,NC,0.496,0.491,11852,5874,5814,0.521,0.471,12536,6529,5910,35.84326734,-77.10860251,670,18,23227,10910,12317,3.7,52.1,41.8,0.4,1.2,0,18055,35969,3249,22161,2100,19.2,25.9,28.3,19.5,23.7,10.6,17.9,86.2,9.2,0,1.6,0.6,2.4,24,9311,76.4,19.2,4.3,0.2,9.6
3003,Wheeler,GA,0.676,0.307,2102,1421,646,0.693,0.302,2285,1583,689,32.12009104,-82.72574721,370,17,7952,5132,2820,1.6,56.1,41.7,0.3,0,0,6529,28490,3962,11192,1459,29.3,43.3,14.3,20.5,17.6,19.5,28.1,91.4,2.6,0,2.6,1.3,2.2,24,1845,61.2,29.8,9,0,9.1
1482,Keweenaw,MI,0.57,0.369,1429,814,527,0.554,0.432,1557,862,672,47.63197653,-88.41434263,23,0,2136,1099,1037,0.7,97.5,1.5,0.2,0.1,0,1770,41118,2163,28700,2559,14.5,23.2,33.6,32,16.2,6.7,11.4,76.3,11.7,0,3.3,0.7,7.9,21.2,856,68.3,28.2,3.2,0.4,5.5
587,Colbert,AL,0.679,0.296,24626,16718,7296,0.702,0.286,24668,17311,7057,34.69847452,-87.80168544,2307,32,54435,26143,28292,2.4,78.8,15.9,0.7,0.5,0,42195,45477,1959,23675,816,16.8,24.1,27.1,15.4,26,11.2,20.3,89.1,7.3,0.1,0.7,0.8,2,23.1,22180,78.1,16.1,5.5,0.3,6.9
2421,Rock,NE,0.866,0.088,793,687,70,0.885,0.1,841,744,84,42.42252217,-99.44832069,59,1,1381,690,691,0.9,97.6,0.3,0,0,0,1151,52361,6729,33867,3876,9.7,7,37.6,17.9,18.2,18.9,7.4,71.8,7.6,0,5.9,0.5,14.2,16.2,760,65.8,14.1,20,0.1,1.4
1517,Knox,TX,0.794,0.182,1358,1078,247,0.81,0.182,1456,1180,265,33.60519951,-99.7422906,114,9,3753,1879,1874,33.4,59.4,6,0.1,0.2,0,2516,46319,5444,21046,1742,14.7,23.2,32.6,13.5,15.8,25.2,12.9,77.3,16.5,0,1.4,0.3,4.4,17.5,1504,70.5,20.5,8.4,0.7,5.1
1049,Gonzales,TX,0.727,0.249,6304,4580,1567,0.739,0.251,7534,5568,1894,29.45634206,-97.49424032,1133,20,20558,10400,10158,50.1,42.3,6.7,0.1,0.2,0,12811,47516,3368,23635,1542,17.2,25,19.5,18,22.8,16.7,23,77.3,14.8,1.3,2.3,1.3,3.1,22.3,8939,76.6,14.8,8.4,0.3,5.1
805,Douglas,NE,0.465,0.479,219531,102151,105207,0.432,0.542,269960,116696,146433,41.29518299,-96.15085305,23605,232,549706,270917,278789,12.2,70.2,10.9,0.3,3.4,0,377163,58640,1065,32023,351,13.5,18.5,40.5,16.2,25.5,7.5,10.4,82.8,8.8,1.2,2.1,1.3,3.8,19.3,285735,85.8,10.1,4.1,0.1,4.4
500,Christian,IL,0.687,0.26,15310,10522,3982,0.715,0.266,16094,11505,4286,39.54581621,-89.27780482,912,31,33562,17040,16522,1.6,95.2,1.6,0.3,0.6,0.1,26386,50668,1800,25614,928,12.8,18.2,30.8,18.4,22.7,11.5,16.6,83.2,9.7,0.7,1.8,0.8,3.8,25.2,14987,79,13.2,7.7,0.1,4.6
730,De Baca,NM,0.682,0.212,905,617,192,0.728,0.256,901,656,231,34.34274529,-104.4117842,2,0,2016,926,1090,46,52.2,1.5,0,0,0,1497,31439,8487,24571,8560,22.7,22.4,32.9,16.9,13.9,18.7,17.6,70.7,9,0,4.4,5.9,9.9,10.3,675,60.4,35.6,4,0,6.6
2264,Plumas,CA,0.575,0.365,8830,5079,3224,0.571,0.408,10950,6247,4465,40.00355989,-120.8395236,85,0,18724,9432,9292,8.5,83.5,0.9,1.8,0.8,0.3,15324,50266,3476,32056,2776,13.3,12.8,32.4,25.1,18.6,13.9,10,78.5,10.3,0.1,3.1,2.3,5.7,21.9,7260,59.9,26,14,0.2,9.4
2578,Sherman,NE,0.736,0.218,1553,1143,338,0.779,0.202,1698,1322,343,41.22045983,-98.97588642,67,3,3048,1518,1530,2,97.1,0,0,0.6,0,2388,48704,4197,27983,2940,10.7,18.1,37.8,15,15.9,15.6,15.8,75.4,11.6,0.2,4.6,2,6.2,25.5,1515,70.5,10.5,18.5,0.5,1.7
622,Cook,GA,0.691,0.29,6038,4175,1752,0.697,0.293,7035,4900,2059,31.16068491,-83.42947229,614,16,17190,8275,8915,5.8,64.9,27.2,0.3,0.6,0,12384,35539,3615,17587,1187,24.2,30.1,24.8,16.8,24.1,14.2,20.1,81.8,11,0.1,1.6,0.7,4.8,25.6,6902,76.6,16.9,6.5,0,5.8
2727,Tallapoosa,AL,0.701,0.285,18504,12967,5271,0.714,0.278,20888,14905,5815,32.86698258,-85.79833053,1403,87,40756,19616,21140,2.4,68.9,27.2,0.4,0.4,0,31773,42181,2590,22430,862,21.2,35.9,28.3,15.1,21,11.7,23.9,85,10.1,0.1,0.9,1,2.9,25.2,15317,81.2,13.8,4.7,0.3,9.2
1419,Jersey,IL,0.709,0.245,10909,7737,2673,0.728,0.248,11942,8699,2956,39.08869046,-90.35393073,495,21,22215,10855,11360,1.3,96.1,0.5,0.1,0.4,0.1,17308,56320,2678,27528,1233,9.4,11.4,33,18.3,23,10.2,15.5,84.1,7.8,0.1,3.5,0.4,4,28.6,10387,83.5,10,6.3,0.3,6.3
2627,St. Francis,AR,0.43,0.543,7430,3195,4031,0.457,0.506,7054,3221,3571,35.02201976,-90.74828138,1794,10,26688,14664,12024,2.6,40.4,55.3,0.3,0.5,0,20467,33102,2378,16518,1110,27.5,43.1,23.2,19.7,20.1,12.3,24.7,83.2,8.7,0,1,2.9,4.1,19.7,8677,71.2,18.5,10.1,0.2,10
850,El Paso,CO,0.563,0.338,313273,176506,105807,0.536,0.427,375058,200968,160265,38.83240149,-104.5251411,11214,204,674826,340118,334708,16.5,69.9,5.8,0.4,2.7,0.4,486507,62535,844,31217,385,11.1,14.2,40.8,18.4,23.9,8.4,8.4,77.5,10.4,0.8,3.3,1.5,6.3,23,304289,77.9,16.3,5.6,0.2,6.8
2862,Vermilion,IL,0.624,0.331,29799,18582,9876,0.655,0.326,31617,20710,10313,40.18417171,-87.73384359,1974,12,79207,39325,39882,4.8,78.8,13.9,0.3,0.9,0,59217,44930,1688,23416,637,19.8,30.7,26.9,20,22.6,9.2,21.2,84.7,7.8,0.8,2.7,0.8,3.2,19.8,31973,79,14.3,6.4,0.2,8.3
2483,San Juan,UT,0.55,0.303,3770,2073,1143,0.517,0.45,6677,3454,3004,37.62762978,-109.8033714,848,30,15193,7654,7539,5.3,44,0.2,47.8,0.5,0.5,10208,42581,4124,17385,1388,28.4,33.8,33.2,22.1,18.4,14,12.2,76.7,7.9,0.5,4,1.7,9.2,20.6,5247,60.6,31.9,7.3,0.2,8.4
2568,Shelby,TN,0.346,0.623,331861,114948,206640,0.339,0.642,381858,129543,245208,35.1864775,-89.89692423,37762,571,937847,446846,491001,6.1,36.5,53.2,0.1,2.5,0,665480,48415,621,28117,331,20.8,33.9,35.1,18,24.7,6.8,15.3,83.3,9.4,1.3,1.3,1.4,3.2,22.9,430218,81.4,13.4,5.1,0.1,8.6
2184,Pawnee,OK,0.743,0.211,6346,4716,1341,0.776,0.201,6786,5267,1363,36.31743373,-96.7033176,349,5,16448,8214,8234,2.8,77.2,1,12.2,0.4,0.1,12434,46460,2028,22965,947,15,18.8,27.8,16.2,19.9,14.6,21.5,79.3,12.3,0.4,2.3,1.5,4.1,26.7,6606,75.7,15.9,8.3,0.2,5.2
2851,Valley,NE,0.815,0.155,2172,1770,337,0.811,0.176,2333,1892,410,41.56730777,-98.98197724,95,1,4252,2111,2141,2.8,95.7,0.4,0.2,0,0,3312,50270,5277,27271,2008,11.5,10.6,36.9,15.2,23.6,16.1,8.2,73.9,13.8,0,5.8,0,6.5,18.1,2349,69.9,15.8,14.2,0.1,1.5
2552,Seward,NE,0.703,0.243,7754,5451,1881,0.71,0.267,9142,6490,2438,40.87241834,-97.139673,441,3,17045,8582,8463,2.5,95,0.5,0.1,0.6,0,12878,63095,3306,29398,1260,9.2,9.7,36.6,16.3,19.5,11.8,15.8,80.6,7.8,0.1,5.3,0.8,5.5,21.7,8759,77.7,14.5,7.6,0.2,2.5
2244,Pike,MS,0.496,0.488,15633,7748,7636,0.485,0.501,14640,7106,7328,31.17507789,-90.40392572,1423,56,39763,18890,20873,1.6,44,53.1,0.5,0.5,0,28914,30949,1440,17470,905,32.3,44.1,24.1,18.3,23.6,10.9,23,85.8,6.8,0.4,1.6,4.1,1.4,24.4,14021,80.2,14.1,5.4,0.4,7.7
1716,Lyman,SD,0.688,0.26,1421,977,369,0.652,0.329,1597,1042,525,43.89522709,-99.85201878,294,6,3882,2024,1858,2.2,56.4,0.1,39.6,0.5,0.1,2782,47113,4914,21155,1338,21.7,31.6,35.9,16.5,23.5,14.9,9.2,75.5,12.2,0.6,5.2,0.3,6.1,11.8,1756,51.8,37.1,10.8,0.3,6.3
2968,Wayne,NC,0.549,0.432,49824,27360,21520,0.554,0.435,55091,30505,23986,35.36438125,-78.00027268,4756,81,124496,61075,63421,11.3,54.1,30.1,0.3,1.2,0,88317,41766,1480,23163,939,21.2,34.4,29.1,17.9,22.8,12.1,18.1,81,14.1,0.4,1.6,0.8,2.1,21.9,51308,75.5,19.3,4.9,0.3,9.7
315,Burnett,WI,0.621,0.338,8719,5412,2948,0.637,0.352,10141,6462,3569,45.86303537,-92.36711412,328,6,15239,7798,7441,1.7,90.6,0.5,4.1,0.3,0,12409,45891,1629,26308,928,14.6,21.3,29.1,20.4,19.9,13.6,16.9,78.4,10.7,0.2,2.9,0.9,7,27,6535,75.1,15.5,9,0.4,5.1
2011,Murray,OK,0.755,0.197,5525,4173,1086,0.782,0.196,5894,4612,1156,34.48116015,-97.06826283,337,3,13797,6918,6879,6,73.2,1.7,8.3,0.6,0,10344,51844,3345,24804,1663,14.1,17.1,28.1,23.9,19.7,12.3,15.9,82,12,0,3.2,0.3,2.5,20.5,6064,73.3,20.2,6.2,0.3,3.9
